Cruise,Cruise_ID_2,Year_local,Month_local,ScientificName_accepted,d_1m,d_7m,d_15m,d_25m,d_35m,d_55m,d_75m,d_100m,Total_sum
1,CAR-001,1995,11,Rhizosolenia styliformis,0,0,0,0,0.383,0.212,0,0,0.595
1,CAR-001,1995,11,Skeletonema costatum,0,0,0,1,2.295,11.004,2.337,0,14.299
1,CAR-001,1995,11,Thalassionema nitzschioides,0,0,0,0,3.712,2.394,1.413,0.056,6.106
1,CAR-001,1995,11,Thalassiosira gravida,0,0,0,0,0,0,0,0,0
1,CAR-001,1995,11,Thalassiosira sp.,0,0,0,0,0.048,0,0,0,0.048
1,CAR-001,1995,11,Thalassiosira subtilis,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Bacteriastrum delicatulum,0,0,1,0,0,0,0,0,1
2,CAR-002,1995,12,Bacteriastrum sp.,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Cerataulina pelagica,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Chaetoceros affinis,2,1,1,0,0,0,0,0,4
2,CAR-002,1995,12,Chaetoceros compressus,2,9,4,0,0,0,0,0,15
2,CAR-002,1995,12,Chaetoceros decipiens,0,0,0,0,0,9,0,0,9
2,CAR-002,1995,12,Chaetoceros didymus,0,2,5,0,0,3,2,0,10
2,CAR-002,1995,12,Chaetoceros lorenzianus,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Chaetoceros sp.,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Cylindrotheca closterium,8,0,0,11,1,1,2,0,21
2,CAR-002,1995,12,Dactyliosolen fragilissimus,0,12,20,0,0,2,3,1,34
2,CAR-002,1995,12,Eucampia zodiacus,1,0,0,0,0,0,0,0,1
2,CAR-002,1995,12,Guinardia delicatula,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Guinardia flaccida,15,27,26,0,2,0,0,0,70
2,CAR-002,1995,12,Guinardia striata,9,14,15,1,4,1,3,0,44
2,CAR-002,1995,12,Haslea wawrikae,9,9,7,1,0,0,0,1,26
2,CAR-002,1995,12,Helicotheca tamesis,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Hemiaulus hauckii,11,2,2,2,0,0,0,0,17
2,CAR-002,1995,12,Hemiaulus sinensis,0,1,13,1,0,0,0,0,15
2,CAR-002,1995,12,Lauderia annulata,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Leptocylindrus danicus,18,27,32,4,1,0,1,0,82
2,CAR-002,1995,12,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Leptocylindrus minimus,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Navicula sp.,7,28,15,4,5,10,9,11,69
2,CAR-002,1995,12,Nitzschia fluminensis,15,3,2,0,1,1,1,0,22
2,CAR-002,1995,12,Nitzschia longissima,3,10,7,0,4,3,1,1,27
2,CAR-002,1995,12,Proboscia alata,4,14,10,0,0,0,0,0,28
2,CAR-002,1995,12,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Pseudo-nitzschia seriata,0,6,0,3,0,0,0,0,9
2,CAR-002,1995,12,Pseudo-nitzschia sp.,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Rhizosolenia setigera,0,1,2,0,1,1,1,1,5
2,CAR-002,1995,12,Rhizosolenia styliformis,11,2,4,2,0,0,2,0,19
2,CAR-002,1995,12,Skeletonema costatum,4,0,0,0,0,0,0,0,4
2,CAR-002,1995,12,Thalassionema nitzschioides,5,4,0,15,34,15,0,0,73
2,CAR-002,1995,12,Thalassiosira gravida,0,0,0,11,4,2,2,0,17
2,CAR-002,1995,12,Thalassiosira sp.,0,0,0,0,0,0,0,0,0
2,CAR-002,1995,12,Thalassiosira subtilis,0,0,0,0,0,0,0,0,0
3,CAR-003,1996,1,Bacteriastrum delicatulum,0,0,0,0,0,0,0,0,0
3,CAR-003,1996,1,Bacteriastrum sp.,10.4,0,0,0,0,0,0,0,10.416
3,CAR-003,1996,1,Cerataulina pelagica,12.3,20.3,11,10.6,14.418,16.259,6.8925,5.2655,84.9405
3,CAR-003,1996,1,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
3,CAR-003,1996,1,Chaetoceros compressus,44.6,10.1,26,32.39,56.09,116.96,12.866,7.092,286.243
3,CAR-003,1996,1,Chaetoceros decipiens,40.4,3.57,0,0,30.618,0,0,0,74.592
3,CAR-003,1996,1,Chaetoceros didymus,0,0,0,0,0,12.556,0,0,12.5565
3,CAR-003,1996,1,Chaetoceros lorenzianus,0,0,0,0,0,0,0,0,0
3,CAR-003,1996,1,Chaetoceros sp.,0,0,0,0,0,1.1415,11.874,0,1.1415
3,CAR-003,1996,1,Cylindrotheca closterium,14.8,8.92,17.36,3.704,4.8345,29.445,0,12.411,79.1105
3,CAR-003,1996,1,Dactyliosolen fragilissimus,12.7,27.2,30.12,69.75,3.537,5.6375,1.838,21.054,149.036
3,CAR-003,1996,1,Eucampia zodiacus,0,0,0,0,0,0,0,0,0
3,CAR-003,1996,1,Guinardia delicatula,2.3,3.23,5.625,5.556,11.284,5.6515,0,0,33.653
3,CAR-003,1996,1,Guinardia flaccida,0,0,0,1.366,1.6115,0.8565,4.9455,1.903,3.834
3,CAR-003,1996,1,Guinardia striata,16.6,15.5,7,19.69,21.722,23.544,12.7,26.924,104.144
3,CAR-003,1996,1,Haslea wawrikae,1.73,2.52,0,0.341,0,1.025,0.919,0.508,5.6265
3,CAR-003,1996,1,Helicotheca tamesis,1.42,0,0,3.339,0,0.8565,4.969,1.774,5.6165
3,CAR-003,1996,1,Hemiaulus hauckii,0,0,0,0,0,0,0,0,0
3,CAR-003,1996,1,Hemiaulus sinensis,0,1.78,0,0,4.353,0,0,3.048,6.139
3,CAR-003,1996,1,Lauderia annulata,0,1.33,3,0,0.786,0,12.15,0,5.1255
3,CAR-003,1996,1,Leptocylindrus danicus,164,195,169.8,150.3,188.89,171.35,213.67,243.96,1039.88
3,CAR-003,1996,1,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
3,CAR-003,1996,1,Leptocylindrus minimus,0,0,13.63,0,0,5.6375,11.028,8.968,19.2725
3,CAR-003,1996,1,Navicula sp.,4.54,0,3.81,8.682,0,4.566,4.318,0,21.604
3,CAR-003,1996,1,Nitzschia fluminensis,0,0,0,0,0,0,0,0,0
3,CAR-003,1996,1,Nitzschia longissima,11.5,33.3,4,12.78,22.054,13.669,12.866,4.667,97.3675
3,CAR-003,1996,1,Proboscia alata,4.72,2.28,7.5,4.948,2.781,3.2505,6.4565,5.838,25.493
3,CAR-003,1996,1,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
3,CAR-003,1996,1,Pseudo-nitzschia seriata,0,0,0,0,0,0,0,0,0
3,CAR-003,1996,1,Pseudo-nitzschia sp.,0,0,0,0,3.223,0,11.232,2.242,3.223
3,CAR-003,1996,1,Rhizosolenia setigera,17.9,0.89,0,3.073,0.806,0,0.4595,3.252,22.688
3,CAR-003,1996,1,Rhizosolenia styliformis,3.12,2.67,0,0,1.995,1.713,0,0.887,9.512
3,CAR-003,1996,1,Skeletonema costatum,158,170,169.6,82.76,100.35,98.14,87.147,96.177,779.443
3,CAR-003,1996,1,Thalassionema nitzschioides,0,0,0,0,0,0,0,8.968,0
3,CAR-003,1996,1,Thalassiosira gravida,19.9,21.1,41.27,7.408,9.669,12.556,11.028,23.049,112.005
3,CAR-003,1996,1,Thalassiosira sp.,0,0,0,0,0,7.9905,0.54,0,7.9905
3,CAR-003,1996,1,Thalassiosira subtilis,0,24.2,0,10.92,0,0,0,0,35.2215
4,CAR-004,1996,2,Bacteriastrum delicatulum,2,0,0,0,0,0,0,0,2
4,CAR-004,1996,2,Bacteriastrum sp.,0,0,0,0,0,0,0,0,0
4,CAR-004,1996,2,Cerataulina pelagica,0,2.15,1.435,0,1.1165,0,0,0,4.70525
4,CAR-004,1996,2,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
4,CAR-004,1996,2,Chaetoceros compressus,29.3,26.4,35.49,3.333,10.953,19.029,1.9332,4.2533,124.614
4,CAR-004,1996,2,Chaetoceros decipiens,0,0,6.371,0,0,0.188,0,0,6.559
4,CAR-004,1996,2,Chaetoceros didymus,1.5,0.5,1,4,1,2,0.5,0,10
4,CAR-004,1996,2,Chaetoceros lorenzianus,0.5,0,0,0,0.5,0,0,0,1
4,CAR-004,1996,2,Chaetoceros sp.,0,0,0,0,0,0,0,0,0
4,CAR-004,1996,2,Cylindrotheca closterium,0.5,2.91,1.5,0.567,0,0.5,0,0,5.98283
4,CAR-004,1996,2,Dactyliosolen fragilissimus,26.4,50.1,54.39,9.889,29.597,67.484,4.6685,0,237.971
4,CAR-004,1996,2,Eucampia zodiacus,0.5,7.24,2,8,2,2,0.5,0,21.7465
4,CAR-004,1996,2,Guinardia delicatula,0,0,0,2,0,0,0,0,2
4,CAR-004,1996,2,Guinardia flaccida,0,1.33,0.7,0,0,2.5,2.06,0.42,4.57258
4,CAR-004,1996,2,Guinardia striata,13.3,18,13.15,4.204,20.462,18.567,5.5327,1.0633,87.8128
4,CAR-004,1996,2,Haslea wawrikae,1.59,12.3,13.87,12.29,14.93,15.392,1.5682,0,70.4073
4,CAR-004,1996,2,Helicotheca tamesis,0,0,0,0,2.0735,2,0,0,4.0735
4,CAR-004,1996,2,Hemiaulus hauckii,0,1,9,0,0.6666,0,0,0,10.6667
4,CAR-004,1996,2,Hemiaulus sinensis,8.27,4.78,0,9.279,3.997,6.5457,0.4095,0,32.8844
4,CAR-004,1996,2,Lauderia annulata,0,0,0,0,0,0,0,0,0
4,CAR-004,1996,2,Leptocylindrus danicus,59.6,56,91.96,73.18,66.022,56.645,16.46,1.5173,403.473
4,CAR-004,1996,2,Leptocylindrus mediterraneus,0,0,0,0,0,0.5,0,0,0.5
4,CAR-004,1996,2,Leptocylindrus minimus,7.66,14.3,1.915,3.12,0,3.831,0,0,30.8951
4,CAR-004,1996,2,Navicula sp.,2.5,6,5.5,10,5,5.5,0.7047,0,34.5
4,CAR-004,1996,2,Nitzschia fluminensis,7,1,7,8.666,3.5,3,0,0,30.1667
4,CAR-004,1996,2,Nitzschia longissima,27.7,41.7,26.45,18.95,18.394,9.2565,10.662,0,142.582
4,CAR-004,1996,2,Proboscia alata,2,0,1,0.666,0,0.9785,0.1365,0,4.64517
4,CAR-004,1996,2,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
4,CAR-004,1996,2,Pseudo-nitzschia seriata,0,0,0,0,0,0,0,31.262,0
4,CAR-004,1996,2,Pseudo-nitzschia sp.,1.27,0,0,0,0,0,0,0,1.277
4,CAR-004,1996,2,Rhizosolenia setigera,8.73,9.37,10.91,23.65,11.957,8.6317,1.569,30.879,73.2681
4,CAR-004,1996,2,Rhizosolenia styliformis,4.5,0.95,3.978,1.333,1.5,1,2.138,0.6666,13.2688
4,CAR-004,1996,2,Skeletonema costatum,101,169,164.4,28.57,94.624,111.69,40.587,55.596,670.395
4,CAR-004,1996,2,Thalassionema nitzschioides,0.5,2,0,0,0,0,0,0,2.5
4,CAR-004,1996,2,Thalassiosira gravida,19.14,35.82,29.68,4.608,11.649,12.982199999999999,7.0235,6.1703,113.9999
4,CAR-004,1996,2,Thalassiosira sp.,0,0,0,0,0,0,0,0,0
4,CAR-004,1996,2,Thalassiosira subtilis,0,0,0,0,45.298,0,0,0,45.298
5,CAR-005,1996,3,Bacteriastrum delicatulum,12.7,38.3,3.831,0,0,0,0,0,54.911
5,CAR-005,1996,3,Bacteriastrum sp.,0,15.3,24.9,0,0,0,0,0,40.2255
5,CAR-005,1996,3,Cerataulina pelagica,0,0,1.436,0,0,0,0,0,1.436
5,CAR-005,1996,3,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
5,CAR-005,1996,3,Chaetoceros compressus,21.4,16.8,13.73,0,0,0,0,0,52.006100000000004
5,CAR-005,1996,3,Chaetoceros decipiens,0,0,0,0,0,0,0,0,0
5,CAR-005,1996,3,Chaetoceros didymus,3.33,5,5,0,0,0,0,0,13.3333
5,CAR-005,1996,3,Chaetoceros lorenzianus,0,1,1,0,0,0,0,0,2
5,CAR-005,1996,3,Chaetoceros sp.,0,0.47,22.961,0,0,0,0,0,23.4467
5,CAR-005,1996,3,Cylindrotheca closterium,2,0,1,0,0,0,0,0,3
5,CAR-005,1996,3,Dactyliosolen fragilissimus,19.8,29.2,28.24,0,0.0475,0.5,0,0,77.8706
5,CAR-005,1996,3,Eucampia zodiacus,0.66,0,1,0,0,0,0,0,1.66667
5,CAR-005,1996,3,Guinardia delicatula,0,0,0,0,0,0,0,0,0
5,CAR-005,1996,3,Guinardia flaccida,0.66,0.47,3.017,0,0,0,0,0,4.16248
5,CAR-005,1996,3,Guinardia striata,10.3,30.8,27.9,0,0.0237,0,0,0,69.2042
5,CAR-005,1996,3,Haslea wawrikae,0.66,1.95,0,0,0.0237,0,0,0,2.64792
5,CAR-005,1996,3,Helicotheca tamesis,0,0,0,0,0,0,0,0,0
5,CAR-005,1996,3,Hemiaulus hauckii,0,0,0,0,0,0,0,0,0
5,CAR-005,1996,3,Hemiaulus sinensis,0,0,0.239,0,0,0,0,0,0.23925
5,CAR-005,1996,3,Lauderia annulata,0,0,3.537,0,0,0,0,0,3.5375
5,CAR-005,1996,3,Leptocylindrus danicus,105,115,115.4,0,1,1,0,0,338.36
5,CAR-005,1996,3,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
5,CAR-005,1996,3,Leptocylindrus minimus,4.46,0,0,0,0,0,0,0,4.46833
5,CAR-005,1996,3,Navicula sp.,2.66,0,0,0,0,0,0,0,2.66667
5,CAR-005,1996,3,Nitzschia fluminensis,0,0,1,0,0,0,0,0,1
5,CAR-005,1996,3,Nitzschia longissima,10.2,139,4.788,0.023,0.0712,0,0,0,154.812
5,CAR-005,1996,3,Proboscia alata,0.66,0.47,1,0,0,0,0,0,2.14542
5,CAR-005,1996,3,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
5,CAR-005,1996,3,Pseudo-nitzschia seriata,0,0,0,0,0,0,0,0,0
5,CAR-005,1996,3,Pseudo-nitzschia sp.,0,0,0,0,0,0,0,0,0
5,CAR-005,1996,3,Rhizosolenia setigera,0,0.47,0,0,0,0,0,0,0.47875
5,CAR-005,1996,3,Rhizosolenia styliformis,1.33,0,0,0,0,0,0,0,1.33333
5,CAR-005,1996,3,Skeletonema costatum,408,1218,462.1,1.5,0.5,11.993,2.266,0,2102.85
5,CAR-005,1996,3,Thalassionema nitzschioides,1.27,5.74,0,0.023,0,0.0435,0.2137,0.0317,7.08892
5,CAR-005,1996,3,Thalassiosira gravida,0.66,9.57,0,0,0,0,0.0475,0,10.244167000000001
5,CAR-005,1996,3,Thalassiosira sp.,0,16.7,21.01,0.075,0,0,0,0,37.85
5,CAR-005,1996,3,Thalassiosira subtilis,0,0,0,0,0,0,0,0,0
6,CAR-006,1996,4,Bacteriastrum delicatulum,0,0,61.29,22.98,0,0,0,0,84.282
6,CAR-006,1996,4,Bacteriastrum sp.,0,9.89,0,24.97,28.732,0,0,0,63.6058
6,CAR-006,1996,4,Cerataulina pelagica,22.6,26.2,23.7,10.85,49.035,0.0712,0,0,132.56
6,CAR-006,1996,4,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
6,CAR-006,1996,4,Chaetoceros compressus,42.1,0,28.54,29.23,114.78,0,0,0,214.702
6,CAR-006,1996,4,Chaetoceros decipiens,0,0,0,0.883,0,0,0,0,0.883
6,CAR-006,1996,4,Chaetoceros didymus,2,0,0.766,0,0,0,0,0,2.766
6,CAR-006,1996,4,Chaetoceros lorenzianus,0,0,0,0,0,0,0,0,0
6,CAR-006,1996,4,Chaetoceros sp.,0.67,0.87,2.113,0,1.0755,0.1425,0.2612,0,4.8785
6,CAR-006,1996,4,Cylindrotheca closterium,0,0,0,0,0,0,0,0,0
6,CAR-006,1996,4,Dactyliosolen fragilissimus,6.08,1.11,5.683,0.478,2.151,0,0.0237,0,15.5125
6,CAR-006,1996,4,Eucampia zodiacus,6.05,3.38,4.618,12.85,8.824,0,0,0,35.735
6,CAR-006,1996,4,Guinardia delicatula,0,0,0,0,0,0,0,0,0
6,CAR-006,1996,4,Guinardia flaccida,32.3,14.8,7.213,12.94,33.978,0,0,0,101.352
6,CAR-006,1996,4,Guinardia striata,10,9.25,10.59,7.697,15.189,0,0,0,52.757
6,CAR-006,1996,4,Haslea wawrikae,0,0,0.059,0,0,0,0.0237,0,0.05975
6,CAR-006,1996,4,Helicotheca tamesis,0,0,0,0,1,0,0,0,1
6,CAR-006,1996,4,Hemiaulus hauckii,0,0.15,0,0,0,0,0,0,0.1595
6,CAR-006,1996,4,Hemiaulus sinensis,0.31,0,0.638,0,0.956,0.0237,0,0,1.93675
6,CAR-006,1996,4,Lauderia annulata,0,0,0,4.063,0.1195,0,0,0,4.1825
6,CAR-006,1996,4,Leptocylindrus danicus,10.2,10.2,10.47,9.525,5.607,0,0,0,46.1938
6,CAR-006,1996,4,Leptocylindrus mediterraneus,0,0,0,0.614,0,0,0,0,0.61425
6,CAR-006,1996,4,Leptocylindrus minimus,0,0,1.915,0,0,0,0,0,1.9155
6,CAR-006,1996,4,Navicula sp.,0.38,0,0.766,2.5,0,0,0,0,3.649
6,CAR-006,1996,4,Nitzschia fluminensis,1.43,0,0.766,0,0,0,0,0,2.20225
6,CAR-006,1996,4,Nitzschia longissima,11.6,0,5.553,22.33,6.742,0,0.0237,0.0317,46.2942
6,CAR-006,1996,4,Proboscia alata,0,2.76,0.766,0,0.5,0,0,0,4.032
6,CAR-006,1996,4,Pseudo-nitzschia pungens,0,0,0,0,0,0,0,0,0
6,CAR-006,1996,4,Pseudo-nitzschia seriata,0,0,0,0,0.1195,0,0,0,0.1195
6,CAR-006,1996,4,Pseudo-nitzschia sp.,0,0.95,10.53,0,0,0,0,1.9155,11.493
6,CAR-006,1996,4,Rhizosolenia setigera,0,0,0,0,0,0,0,0,0
6,CAR-006,1996,4,Rhizosolenia styliformis,2,0,0,0.119,1.5,0,0,0,3.6195
6,CAR-006,1996,4,Skeletonema costatum,0,0,3.831,19.92,1.9155,0,22.98,0,25.6675
6,CAR-006,1996,4,Thalassionema nitzschioides,0,0.15,0,0,0.239,0,0,0,0.3985
6,CAR-006,1996,4,Thalassiosira gravida,0,0,3.831,0,0,0,0,0,3.831
6,CAR-006,1996,4,Thalassiosira sp.,0,0.95,26.81,4.095,11.241700000000002,7.662,0,0,50.7705
6,CAR-006,1996,4,Thalassiosira subtilis,78.7,0,0,114.9,0,0,0,0,193.637
7,CAR-007,1996,5,Bacteriastrum delicatulum,0,0,0,0.416,4,0,0,0,4.41675
7,CAR-007,1996,5,Bacteriastrum sp.,0,0,0,0,0,0,0,0,0
7,CAR-007,1996,5,Cerataulina pelagica,0,0,1,0.312,0.5,0,0,0,1.8125
7,CAR-007,1996,5,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
7,CAR-007,1996,5,Chaetoceros compressus,3,0.37,5.363,0.5,0.1314,0,0,0,9.37504
7,CAR-007,1996,5,Chaetoceros decipiens,0,0.91,0.165,0,0.75,0,0,0,1.83
7,CAR-007,1996,5,Chaetoceros didymus,0,0,0.5,0,0.1314,0,0,0,0.63149
7,CAR-007,1996,5,Chaetoceros lorenzianus,0,9.96,0,0,0,0,0,0,9.96125
7,CAR-007,1996,5,Chaetoceros sp.,72.60000000000001,43.1,33.23,29.46,5.9585,0,0.9125,0,184.46949999999998
7,CAR-007,1996,5,Cylindrotheca closterium,14,0.68,0.082,0.833,1.2502,0,0.25,0,16.909300000000002
7,CAR-007,1996,5,Dactyliosolen fragilissimus,0,0,0,0,0,0,0,0,0
7,CAR-007,1996,5,Eucampia zodiacus,0,0,0,0,0.1314,0,0,0,0.13149
7,CAR-007,1996,5,Guinardia delicatula,0,0,0.495,0.543,0.165,0,0.11,0,1.20375
7,CAR-007,1996,5,Guinardia flaccida,0,0,0,0,0.1375,0,0,0,0.1375
7,CAR-007,1996,5,Guinardia striata,0,3.85,2.027,0,1.0492,0,0,0,6.92905
7,CAR-007,1996,5,Haslea wawrikae,0,0,0,0,0,0,0,0,0
7,CAR-007,1996,5,Helicotheca tamesis,0,0,0,0,0,0,0,0,0
7,CAR-007,1996,5,Hemiaulus hauckii,0,0,0,0,0,0,0,0,0
7,CAR-007,1996,5,Hemiaulus sinensis,0,0,0,0.217,0.2685,0,0.055,0,0.486
7,CAR-007,1996,5,Lauderia annulata,0,0,0,0,0,0,0,0,0
7,CAR-007,1996,5,Leptocylindrus danicus,44.4,144,147.9,152.4,77.166,0,0.705,0,566.665
7,CAR-007,1996,5,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
7,CAR-007,1996,5,Leptocylindrus minimus,3.83,0,0,0,5,0,0,0,8.83125
7,CAR-007,1996,5,Navicula sp.,3.44,1.19,0.5,3.718,3.7629,0,0,0,12.632299999999999
7,CAR-007,1996,5,Nitzschia fluminensis,0,0,0,0,0,0,0,0,0
7,CAR-007,1996,5,Nitzschia longissima,0.91,14.3,2.25,0,0.5,0,0.5275,0,18.0125
7,CAR-007,1996,5,Proboscia alata,0,0,0.131,0,0,0,0,0,0.1315
7,CAR-007,1996,5,Pseudo-nitzschia pungens,0,0,0,0,0.1342,0,0,0,0.13425
7,CAR-007,1996,5,Pseudo-nitzschia seriata,0,0,0,22.52,2.42,0,0,0,24.9495
7,CAR-007,1996,5,Pseudo-nitzschia sp.,22.4,18.7,75.16,1.15,23.059,0,0.9125,0,140.542
7,CAR-007,1996,5,Rhizosolenia setigera,0,0,0,0.217,0,0,0,0,0.2175
7,CAR-007,1996,5,Rhizosolenia styliformis,0,0,0,0,0,0,0,0,0
7,CAR-007,1996,5,Skeletonema costatum,69.5,246,165.4,36.12,181.92,0,0.61,0,699.696
7,CAR-007,1996,5,Thalassionema nitzschioides,1.6,0.53,0,0.931,1.1112,0,0.7889,0,4.1892
7,CAR-007,1996,5,Thalassiosira gravida,0,0,0,0,0.055,0,0,0,0.055
7,CAR-007,1996,5,Thalassiosira sp.,16.8,50.9,86.199,23.357000000000003,0.8937,0,3.25,0.5,178.33599999999998
7,CAR-007,1996,5,Thalassiosira subtilis,28.8,0,0,12.08,86.58,0,0,0,127.546
8,CAR-008,1996,6,Bacteriastrum delicatulum,1.14,0.91,0.27,0,0.475,0,0,0,2.7975
8,CAR-008,1996,6,Bacteriastrum sp.,0,0,0,0,0,0,0,0,0
8,CAR-008,1996,6,Cerataulina pelagica,0,0,0,0,0.2162,0,0,0,0.21625
8,CAR-008,1996,6,Chaetoceros affinis,0,0,0,0,0,0,0,0,0
8,CAR-008,1996,6,Chaetoceros compressus,0,0,0,0,0,0,0,0,0
8,CAR-008,1996,6,Chaetoceros decipiens,0,0,0,0,0.08,0,0,0,0.08
8,CAR-008,1996,6,Chaetoceros didymus,0,0,0,0,0,0,0,0,0
8,CAR-008,1996,6,Chaetoceros lorenzianus,0,0,0,0,0,0,0,0,0
8,CAR-008,1996,6,Chaetoceros sp.,4.8,5.2,9.622,0.58,1.5944,0,0.08,0,21.797
8,CAR-008,1996,6,Cylindrotheca closterium,1.14,1.12,0.11,0.27,0.2375,0.21,0,0,3.0875
8,CAR-008,1996,6,Dactyliosolen fragilissimus,0,0.91,0,0,0,0,0,0,0.9125
8,CAR-008,1996,6,Eucampia zodiacus,0.1,0,0,0,0,0,0,0,0.1
8,CAR-008,1996,6,Guinardia delicatula,0.06,0.54,0,0,0.02,0,0,0,0.627525
8,CAR-008,1996,6,Guinardia flaccida,0,0,0,0,0.12,0,0,0,0.12
8,CAR-008,1996,6,Guinardia striata,0.1,0.62,1.873,1.02,0.28,0,0,0,3.897
8,CAR-008,1996,6,Haslea wawrikae,0.65,3.63,1.805,0.5,0,0,0,0,6.5963
8,CAR-008,1996,6,Helicotheca tamesis,0,0,0,0,0,0,0,0,0
8,CAR-008,1996,6,Hemiaulus hauckii,0,0,0.082,0,0,0,0,0,0.0825
8,CAR-008,1996,6,Hemiaulus sinensis,0,0.5,0.06,0.02,0,0,0,0,0.58
8,CAR-008,1996,6,Lauderia annulata,0,0,0,0,0,0,0,0,0
8,CAR-008,1996,6,Leptocylindrus danicus,2.66,0.9,1.072,0.4,0.28,0.04,1.96,0,5.3525
8,CAR-008,1996,6,Leptocylindrus mediterraneus,0,0,0,0,0,0,0,0,0
8,CAR-008,1996,6,Leptocylindrus minimus,0,0,0,0,0,0,0,0,0
